,combined_id,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2045,19740.epa.median_age,35.8,35.9,35.4,35.8,35.9,36.0,36.1,36.1,36.2,36.5,36.6,36.6
2046,19740.epa.nonfamily_households,347115.0,366626.0,355821.0,363715.0,380662.0,381240.0,388762.0,386123.0,392659.0,403172.0,409834.0,430088.0
2047,19740.epa.family_households,605919.0,601474.0,618094.0,637538.0,626360.0,639796.0,646334.0,668248.0,683260.0,688399.0,695924.0,701322.0
2048,19740.epa.high_school_including_ged,385153.0,368251.0,365604.0,375721.0,373877.0,363638.0,371370.0,381568.0,385094.0,400975.0,406913.0,398790.0
2049,19740.epa.graduate_professional_degree,208440.0,215793.0,219914.0,225034.0,236259.0,252300.0,262315.0,278268.0,293081.0,305094.0,314996.0,336630.0
2050,19740.epa.some_college_and_associates_degree,459311.0,478933.0,502561.0,486163.0,516535.0,524137.0,535887.0,532250.0,547926.0,544768.0,537590.0,551751.0
2051,19740.epa.housing_units,1044147.0,1056319.0,1063508.0,1079346.0,1084397.0,1086263.0,1097911.0,1114105.0,1132728.0,1149070.0,1173413.0,1195543.0
2052,19740.epa.occupied_housing_units,953034.0,968100.0,973915.0,1001253.0,1007022.0,1021036.0,1035096.0,1054371.0,1075919.0,1091571.0,1105758.0,1131410.0
2053,19740.epa.median_structure_age,40.0,40.0,39.0,39.0,38.0,38.0,38.0,38.0,37.0,37.0,36.0,35.0
2054,19740.epa.dwellings_under_4_units,758323.0,766278.0,766206.0,773665.0,769023.0,774925.0,785841.0,797341.0,809592.0,827639.0,837209.0,839827.0
2055,19740.epa.dwellings_5_to_19_units,133999.0,140220.0,142192.0,134342.0,148554.0,139819.0,141001.0,136469.0,140839.0,136905.0,139140.0,141735.0
2056,19740.epa.dwellings_20_to_49_units,74536.0,71527.0,74469.0,78054.0,75221.0,77468.0,76099.0,77389.0,78778.0,79450.0,83306.0,87382.0
2057,19740.epa.dwellings_50_or_more_units,56875.0,57374.0,58563.0,71778.0,73816.0,72548.0,75701.0,81863.0,82524.0,86585.0,93980.0,103760.0
2058,19740.epa.walked_to_work,28841.0,27700.0,27412.0,23565.0,26819.0,31376.0,30231.0,29215.0,28426.0,35146.0,31568.0,38270.0
2059,19740.epa.commuters_by_public_transportation,59227.0,64447.0,59240.0,51690.0,55985.0,58781.0,60158.0,64946.0,58705.0,60526.0,68621.0,60833.0
2060,19740.epa.commuters_by_car_truck_van,1074793.0,1123236.0,1086475.0,1079229.0,1115041.0,1129272.0,1150023.0,1222541.0,1253946.0,1267210.0,1297790.0,1336312.0
2061,19740.epa.commute_under_10_mins,193780.0,212340.0,201161.0,187874.0,200002.0,204963.0,202204.0,211476.0,206166.0,210006.0,207217.0,203674.0
2062,19740.epa.commute_10_29_mins,601698.0,611104.0,602829.0,594372.0,615188.0,620280.0,627434.0,643155.0,660859.0,676617.0,680155.0,697579.0
2063,19740.epa.commute_30_59_mins,488745.0,533143.0,494728.0,502149.0,509257.0,532906.0,546948.0,596700.0,605847.0,614098.0,653335.0,681257.0
2064,19740.epa.commute_over_60_mins,153290.0,159384.0,153242.0,145438.0,170778.0,168520.0,179980.0,204780.0,213718.0,200398.0,223654.0,215562.0
2065,19740.epa.income_per_capita,30852.0,32404.0,30995.0,30891.0,31914.0,32719.0,33636.0,35256.0,36733.0,38106.0,39832.0,42116.0
2066,19740.epa.gini_index,0.45,0.462,0.454,0.456,0.4571,0.4577,0.4607,0.4583,0.4557,0.4547,0.4475,0.4514
2067,19740.epa.poverty,280103.0,278837.0,303925.0,316367.0,328306.0,332043.0,323179.0,292869.0,285724.0,265745.0,245823.0,230903.0
2068,19740.epa.rent_over_50_percent,69947.0,75644.0,80486.0,83479.0,89366.0,89851.0,91226.0,90260.0,83587.0,90173.0,90634.0,97955.0
2069,19740.epa.rent_25_to_50_percent,108016.0,119275.0,124240.0,133361.0,138581.0,142515.0,143425.0,149016.0,158507.0,157875.0,156634.0,163117.0
2070,19740.epa.rent_under_25_percent,73885.0,65837.0,69828.0,75942.0,83056.0,89513.0,80136.0,95042.0,94482.0,82441.0,86198.0,92292.0
2071,19740.epa.median_rent,718.0,768.0,778.0,778.0,822.0,854.0,891.0,959.0,1073.0,1174.0,1246.0,1288.0
2072,45940.epa.total_pop,365449.0,364883.0,366222.0,366789.0,367063.0,368303.0,370414.0,371537.0,371398.0,371023.0,374733.0,369811.0
2073,45940.epa.median_age,37.0,36.9,37.2,38.1,38.2,38.5,38.6,38.4,38.8,38.5,38.4,38.9
2074,45940.epa.nonfamily_households,40626.0,40188.0,43006.0,41862.0,43275.0,42795.0,42031.0,42623.0,39801.0,42479.0,43442.0,43173.0
2075,45940.epa.family_households,87400.0,87717.0,82898.0,89638.0,87481.0,89209.0,89592.0,88941.0,88164.0,85853.0,85315.0,89807.0
2076,45940.epa.high_school_including_ged,65747.0,57828.0,58858.0,66203.0,63295.0,68919.0,62051.0,57408.0,65887.0,63215.0,60257.0,63288.0
2077,45940.epa.graduate_professional_degree,42752.0,43958.0,42128.0,43525.0,44821.0,44714.0,46031.0,51940.0,45576.0,51336.0,52077.0,50353.0
2078,45940.epa.some_college_and_associates_degree,53555.0,56471.0,57273.0,53134.0,57242.0,53879.0,52039.0,55146.0,57825.0,52544.0,52988.0,48004.0
2079,45940.epa.housing_units,140428.0,140820.0,141156.0,143178.0,143392.0,144051.0,144228.0,144999.0,144485.0,144734.0,144902.0,145132.0
2080,45940.epa.occupied_housing_units,128026.0,127905.0,125904.0,131500.0,130756.0,132004.0,131623.0,131564.0,127965.0,128332.0,128757.0,132980.0
2081,45940.epa.median_structure_age,55.0,54.0,54.0,54.0,54.0,53.0,54.0,56.0,56.0,55.0,56.0,56.0
2082,45940.epa.dwellings_under_4_units,111117.0,111970.0,108932.0,113068.0,113742.0,115290.0,114413.0,115013.0,113117.0,115308.0,115077.0,112981.0
2083,45940.epa.dwellings_5_to_19_units,18178.0,17523.0,17763.0,17665.0,15547.0,15053.0,18976.0,16674.0,17462.0,17361.0,17304.0,20267.0
2084,45940.epa.dwellings_20_to_49_units,4489.0,3533.0,3695.0,3479.0,4866.0,5532.0,2807.0,3699.0,5773.0,3561.0,4532.0,3299.0
2085,45940.epa.dwellings_50_or_more_units,6116.0,7736.0,10247.0,8359.0,8886.0,7768.0,7749.0,8802.0,7468.0,8319.0,7862.0,8012.0
2086,45940.epa.walked_to_work,6462.0,6631.0,6505.0,8504.0,7827.0,4924.0,4473.0,4596.0,6516.0,6773.0,8029.0,8663.0
2087,45940.epa.commuters_by_public_transportation,11989.0,12387.0,11980.0,13158.0,13948.0,12312.0,14450.0,13599.0,15593.0,13215.0,13664.0,12175.0
2088,45940.epa.commuters_by_car_truck_van,146497.0,144954.0,144076.0,136243.0,139311.0,138735.0,141669.0,144275.0,144362.0,143202.0,145723.0,149186.0
2089,45940.epa.commute_under_10_mins,40900.0,44148.0,34683.0,39635.0,37641.0,36338.0,33824.0,30549.0,35183.0,35389.0,37764.0,
2090,45940.epa.commute_10_29_mins,89663.0,91285.0,93711.0,84173.0,89071.0,86348.0,89859.0,91230.0,95189.0,85321.0,89231.0,97464.0
2091,45940.epa.commute_30_59_mins,46529.0,40446.0,41261.0,43323.0,42998.0,41376.0,46424.0,44647.0,39614.0,48481.0,46070.0,
2092,45940.epa.commute_over_60_mins,38086.0,42254.0,37894.0,39404.0,38952.0,38050.0,40910.0,42248.0,43276.0,45190.0,43964.0,
2093,45940.epa.income_per_capita,34892.0,36763.0,36215.0,34884.0,36602.0,36856.0,36160.0,38159.0,36820.0,40963.0,42268.0,42302.0
2094,45940.epa.gini_index,0.466,0.475,0.487,0.471,0.4786,0.4959,0.485,0.491,0.4858,0.5003,0.5106,0.4966
2095,45940.epa.poverty,32635.0,30909.0,39572.0,42445.0,39766.0,36603.0,41667.0,42267.0,39683.0,39443.0,42246.0,39873.0
2096,45940.epa.rent_over_50_percent,9376.0,9029.0,11334.0,12169.0,11716.0,11230.0,11850.0,12674.0,10790.0,12697.0,12092.0,12453.0
2097,45940.epa.rent_25_to_50_percent,13833.0,15701.0,13783.0,13285.0,15077.0,18279.0,16509.0,18005.0,15907.0,16406.0,15468.0,18865.0
2098,45940.epa.rent_under_25_percent,8265.0,10625.0,10219.0,9761.0,10029.0,9045.0,9287.0,9704.0,10769.0,10492.0,11629.0,9806.0
2099,45940.epa.median_rent,864.0,880.0,897.0,908.0,929.0,926.0,967.0,992.0,997.0,1009.0,1110.0,1136.0
2100,12420.epa.total_pop,1593400.0,1650887.0,1705075.0,1728307.0,1783519.0,1834303.0,1883051.0,1943299.0,2000860.0,2056405.0,2115827.0,2168316.0
2101,12420.epa.median_age,32.2,32.6,32.5,32.5,32.9,33.1,33.5,33.9,34.3,34.4,34.7,34.9
2102,12420.epa.nonfamily_households,219499.0,227707.0,228062.0,243347.0,249927.0,252242.0,260878.0,269999.0,278611.0,281179.0,283780.0,292287.0
2103,12420.epa.family_households,364099.0,375973.0,385985.0,404153.0,413939.0,412785.0,428060.0,433977.0,445303.0,459997.0,471553.0,494054.0
2104,12420.epa.high_school_including_ged,207276.0,203594.0,218977.0,217435.0,218261.0,227965.0,234821.0,249952.0,259651.0,258471.0,281620.0,273410.0
2105,12420.epa.graduate_professional_degree,134635.0,140843.0,143622.0,148784.0,161118.0,155522.0,175113.0,191979.0,195767.0,204856.0,221300.0,247055.0
2106,12420.epa.some_college_and_associates_degree,263701.0,294521.0,305889.0,306952.0,319344.0,332076.0,340908.0,354794.0,355082.0,379147.0,365740.0,361553.0
2107,12420.epa.housing_units,638649.0,658422.0,670540.0,708643.0,723297.0,725658.0,743024.0,764778.0,784417.0,805785.0,828696.0,853697.0
2108,12420.epa.occupied_housing_units,583598.0,603680.0,614047.0,647500.0,663866.0,665027.0,688938.0,703976.0,723914.0,741176.0,755333.0,786341.0
2109,12420.epa.median_structure_age,30.0,30.0,28.0,28.0,27.0,27.0,26.0,26.0,24.0,24.0,23.0,22.0
2110,12420.epa.dwellings_under_4_units,448538.0,464732.0,468728.0,484606.0,495763.0,502341.0,517043.0,521276.0,536023.0,554246.0,564983.0,586240.0
2111,12420.epa.dwellings_5_to_19_units,78348.0,85800.0,95151.0,98543.0,95800.0,86035.0,84379.0,91277.0,109116.0,99440.0,107071.0,105902.0
2112,12420.epa.dwellings_20_to_49_units,36787.0,37795.0,43009.0,48434.0,50427.0,43361.0,46427.0,50981.0,43680.0,50299.0,50614.0,45144.0
2113,12420.epa.dwellings_50_or_more_units,41942.0,36225.0,30113.0,39283.0,39738.0,55613.0,55071.0,58891.0,57638.0,62754.0,65176.0,74584.0
2114,12420.epa.walked_to_work,13671.0,13397.0,15208.0,16375.0,17230.0,18675.0,16645.0,16580.0,17450.0,18395.0,21033.0,21742.0
2115,12420.epa.commuters_by_public_transportation,24238.0,25643.0,24113.0,19488.0,21589.0,21104.0,22777.0,24629.0,24249.0,23581.0,20371.0,21435.0
2116,12420.epa.commuters_by_car_truck_van,712351.0,732915.0,743627.0,729525.0,751764.0,792919.0,834022.0,854934.0,891969.0,923276.0,955342.0,984996.0
2117,12420.epa.commute_under_10_mins,141495.0,146834.0,159658.0,156987.0,166010.0,167299.0,156897.0,165925.0,175043.0,162670.0,179943.0,176545.0
2118,12420.epa.commute_10_29_mins,398256.0,424529.0,433923.0,413075.0,416889.0,434347.0,453357.0,465987.0,482821.0,492370.0,502031.0,509417.0
2119,12420.epa.commute_30_59_mins,286591.0,290779.0,296857.0,286704.0,301657.0,333392.0,351180.0,357318.0,377687.0,401533.0,416997.0,436983.0
2120,12420.epa.commute_over_60_mins,110424.0,102880.0,90732.0,97982.0,114416.0,110616.0,130482.0,142552.0,138288.0,160178.0,154488.0,166372.0
2121,12420.epa.income_per_capita,28822.0,30380.0,28532.0,28435.0,30093.0,30295.0,31791.0,32549.0,34959.0,36708.0,37823.0,40087.0
2122,12420.epa.gini_index,0.451,0.463,0.447,0.461,0.4698,0.4631,0.4617,0.4655,0.4677,0.4594,0.4561,0.4641
2123,12420.epa.poverty,198682.0,206337.0,232478.0,268740.0,265738.0,278461.0,262644.0,287335.0,229383.0,219430.0,215417.0,237946.0
2124,12420.epa.rent_over_50_percent,57110.0,54405.0,60136.0,74966.0,69585.0,68260.0,69351.0,68023.0,63102.0,63020.0,68379.0,73052.0
2125,12420.epa.rent_25_to_50_percent,83839.0,92093.0,96394.0,97625.0,109575.0,99950.0,108255.0,114632.0,118634.0,123740.0,121421.0,120217.0
2126,12420.epa.rent_under_25_percent,58115.0,53154.0,59689.0,59228.0,60122.0,66932.0,63301.0,66526.0,73802.0,69983.0,74581.0,82390.0
2127,12420.epa.median_rent,701.0,737.0,757.0,758.0,772.0,832.0,856.0,895.0,958.0,1035.0,1091.0,1153.0
2128,21340.epa.total_pop,734669.0,742062.0,751296.0,804338.0,820790.0,827398.0,831935.0,836444.0,838019.0,842114.0,842677.0,844723.0
2129,21340.epa.median_age,31.3,31.2,30.6,31.6,31.2,31.1,31.5,31.8,32.0,32.1,32.4,32.5
2130,21340.epa.nonfamily_households,54042.0,54142.0,60910.0,59921.0,66765.0,60304.0,66969.0,65894.0,67403.0,72528.0,69287.0,80238.0
2131,21340.epa.family_households,177339.0,183058.0,180789.0,188849.0,190520.0,200341.0,192611.0,190654.0,194126.0,195644.0,200789.0,190884.0
2132,21340.epa.high_school_including_ged,107540.0,103966.0,102086.0,114012.0,114619.0,119136.0,115236.0,126889.0,126845.0,119662.0,124640.0,120158.0
2133,21340.epa.graduate_professional_degree,27570.0,28394.0,29811.0,31013.0,33070.0,32335.0,31785.0,33179.0,33382.0,37383.0,40737.0,41761.0
2134,21340.epa.some_college_and_associates_degree,109577.0,119344.0,120573.0,136957.0,141206.0,147457.0,149970.0,146876.0,149994.0,162342.0,162061.0,163162.0
2135,21340.epa.housing_units,253055.0,257079.0,260754.0,270989.0,274827.0,278742.0,283516.0,288141.0,290930.0,294998.0,297751.0,300964.0
2136,21340.epa.occupied_housing_units,231381.0,237200.0,241699.0,248770.0,257285.0,260645.0,259580.0,256548.0,261529.0,268172.0,270076.0,271122.0
2137,21340.epa.median_structure_age,40.0,40.0,40.0,37.0,37.0,37.0,36.0,37.0,35.0,34.0,33.0,33.0
2138,21340.epa.dwellings_under_4_units,194366.0,200521.0,201111.0,207432.0,217357.0,221239.0,220338.0,222234.0,226617.0,222865.0,233991.0,234969.0
2139,21340.epa.dwellings_5_to_19_units,18398.0,19313.0,21818.0,24249.0,25976.0,27118.0,32379.0,35846.0,34207.0,30855.0,32186.0,33596.0
2140,21340.epa.dwellings_20_to_49_units,5522.0,4784.0,8377.0,6836.0,6593.0,5703.0,5937.0,5753.0,7235.0,7030.0,8026.0,9301.0
2141,21340.epa.dwellings_50_or_more_units,20636.0,17181.0,14066.0,14405.0,11492.0,8000.0,7032.0,7352.0,6533.0,15433.0,8147.0,6864.0
2142,21340.epa.walked_to_work,6101.0,5671.0,7661.0,5322.0,7853.0,7619.0,7755.0,7736.0,7767.0,6139.0,5457.0,5536.0
2143,21340.epa.commuters_by_public_transportation,5597.0,5552.0,6562.0,5721.0,6560.0,5695.0,5099.0,5465.0,4211.0,6040.0,6325.0,4380.0
2144,21340.epa.commuters_by_car_truck_van,253543.0,279087.0,273744.0,281522.0,294209.0,296026.0,306452.0,310748.0,322286.0,330080.0,326739.0,337644.0
2145,21340.epa.commute_under_10_mins,59368.0,54845.0,56460.0,55773.0,52157.0,55516.0,57728.0,56190.0,62113.0,70061.0,67817.0,65462.0
2146,21340.epa.commute_10_29_mins,160492.0,178677.0,172714.0,179650.0,188757.0,191532.0,202579.0,201834.0,200932.0,204843.0,207064.0,213612.0
2147,21340.epa.commute_30_59_mins,82805.0,100062.0,95042.0,94607.0,103242.0,98100.0,96739.0,101305.0,110138.0,110531.0,106272.0,106795.0
2148,21340.epa.commute_over_60_mins,19920.0,16260.0,21688.0,20656.0,26588.0,27400.0,27238.0,22310.0,26984.0,30512.0,35548.0,25648.0
2149,21340.epa.income_per_capita,16085.0,16894.0,16558.0,16835.0,18100.0,18084.0,18302.0,18214.0,19258.0,19533.0,21198.0,21640.0
2150,21340.epa.gini_index,0.485,0.473,0.463,0.474,0.4676,0.4734,0.4709,0.4607,0.4409,0.4598,0.4748,0.4848
2151,21340.epa.poverty,207760.0,186344.0,174698.0,192877.0,198659.0,195247.0,184427.0,192064.0,165621.0,188628.0,174362.0,170576.0
2152,21340.epa.rent_over_50_percent,17613.0,20168.0,19052.0,17936.0,22321.0,21407.0,18841.0,18518.0,17293.0,21063.0,23065.0,23154.0
2153,21340.epa.rent_25_to_50_percent,31793.0,30192.0,34751.0,34806.0,39358.0,36951.0,37900.0,38764.0,33958.0,38790.0,40143.0,39512.0
2154,21340.epa.rent_under_25_percent,15937.0,15839.0,23266.0,20531.0,22452.0,22356.0,24032.0,22393.0,28375.0,23749.0,21392.0,22297.0
2155,21340.epa.median_rent,472.0,510.0,527.0,568.0,595.0,626.0,649.0,639.0,660.0,669.0,702.0,679.0
2156,39740.epa.total_pop,401955.0,403595.0,407125.0,411850.0,412778.0,413491.0,413521.0,413691.0,415271.0,414812.0,417854.0,420152.0
2157,39740.epa.median_age,38.2,38.8,39.1,39.5,39.6,39.7,39.9,40.1,39.6,40.1,39.8,40.2
2158,39740.epa.nonfamily_households,42661.0,45537.0,45416.0,48443.0,50180.0,47979.0,48884.0,44008.0,48643.0,47924.0,49989.0,48949.0
2159,39740.epa.family_households,105978.0,104554.0,105526.0,106886.0,105245.0,103312.0,104387.0,108900.0,103149.0,102478.0,105165.0,108057.0
2160,39740.epa.high_school_including_ged,104589.0,97325.0,108202.0,106065.0,106703.0,106692.0,104255.0,110882.0,105444.0,104558.0,104534.0,101276.0
2161,39740.epa.graduate_professional_degree,18706.0,20755.0,18489.0,21001.0,20983.0,22013.0,22671.0,21711.0,23831.0,24886.0,23448.0,25792.0
2162,39740.epa.some_college_and_associates_degree,60559.0,65301.0,61687.0,62493.0,61306.0,63812.0,67215.0,63681.0,69668.0,67703.0,72471.0,73963.0
2163,39740.epa.housing_units,160181.0,161035.0,161557.0,164861.0,165301.0,164689.0,164253.0,164846.0,164907.0,164961.0,167054.0,167383.0
2164,39740.epa.occupied_housing_units,148639.0,150091.0,150942.0,155329.0,155425.0,151291.0,153271.0,152908.0,151792.0,150402.0,155154.0,157006.0
2165,39740.epa.median_structure_age,56.0,54.0,52.0,54.0,54.0,52.0,53.0,53.0,53.0,51.0,51.0,48.0
2166,39740.epa.dwellings_under_4_units,140420.0,141043.0,139562.0,142098.0,141877.0,143043.0,144738.0,143837.0,141906.0,143613.0,146162.0,148356.0
2167,39740.epa.dwellings_5_to_19_units,8265.0,8535.0,9656.0,10896.0,10858.0,8530.0,7285.0,9224.0,10466.0,9710.0,8740.0,8592.0
2168,39740.epa.dwellings_20_to_49_units,3001.0,1656.0,2330.0,2041.0,2078.0,3045.0,3006.0,2257.0,2225.0,1895.0,1667.0,2436.0
2169,39740.epa.dwellings_50_or_more_units,3839.0,4530.0,3915.0,4525.0,4346.0,4228.0,3972.0,5100.0,4771.0,5236.0,5001.0,4027.0
2170,39740.epa.walked_to_work,7006.0,7311.0,6345.0,5307.0,5457.0,6021.0,5271.0,6874.0,7364.0,5861.0,7083.0,6154.0
2171,39740.epa.commuters_by_public_transportation,3050.0,3812.0,2270.0,2649.0,3661.0,3843.0,3512.0,2915.0,2337.0,2811.0,3575.0,4025.0
2172,39740.epa.commuters_by_car_truck_van,172151.0,180666.0,170085.0,172864.0,169483.0,171111.0,174472.0,176671.0,175593.0,178978.0,176185.0,182110.0
2173,39740.epa.commute_under_10_mins,48446.0,46345.0,,42304.0,48152.0,44903.0,48384.0,46243.0,46346.0,42170.0,41285.0,44744.0
2174,39740.epa.commute_10_29_mins,104263.0,111044.0,100145.0,104944.0,100518.0,97826.0,100126.0,103714.0,103424.0,107796.0,104487.0,107234.0
2175,39740.epa.commute_30_59_mins,49574.0,52723.0,,50776.0,51846.0,55691.0,51855.0,57049.0,58564.0,58065.0,56809.0,62074.0
2176,39740.epa.commute_over_60_mins,25800.0,28586.0,,29610.0,26430.0,30452.0,34676.0,27644.0,22952.0,29036.0,31964.0,32518.0
2177,39740.epa.income_per_capita,25458.0,26102.0,24661.0,25384.0,25711.0,26013.0,27288.0,26153.0,28016.0,29321.0,30081.0,31493.0
2178,39740.epa.gini_index,0.425,0.415,0.407,0.441,0.4265,0.445,0.4412,0.4246,0.4512,0.4386,0.4404,0.4429
2179,39740.epa.poverty,44041.0,44911.0,48888.0,56061.0,55040.0,58702.0,57698.0,58855.0,51608.0,54476.0,47870.0,47057.0
2180,39740.epa.rent_over_50_percent,7280.0,9147.0,9115.0,12954.0,12721.0,12165.0,11115.0,12361.0,10755.0,10203.0,9477.0,9675.0
2181,39740.epa.rent_25_to_50_percent,13284.0,13910.0,14466.0,14126.0,12307.0,16256.0,13153.0,16791.0,15737.0,15995.0,15761.0,17428.0
2182,39740.epa.rent_under_25_percent,8847.0,9357.0,9111.0,9526.0,9120.0,8303.0,8238.0,9654.0,9191.0,9040.0,10937.0,10658.0
2183,39740.epa.median_rent,579.0,587.0,643.0,628.0,641.0,659.0,653.0,689.0,682.0,738.0,717.0,736.0
2184,27140.epa.total_pop,531869.0,534767.0,540866.0,540140.0,545394.0,548945.0,578361.0,576246.0,578561.0,580178.0,578794.0,583080.0
2185,27140.epa.median_age,34.5,34.7,34.3,35.1,35.3,35.0,35.6,35.7,36.2,36.0,36.2,36.7
2186,27140.epa.nonfamily_households,62174.0,61171.0,66874.0,61038.0,61698.0,61916.0,64834.0,64019.0,67451.0,68167.0,68139.0,70862.0
2187,27140.epa.family_households,134173.0,136675.0,128902.0,136903.0,136369.0,134366.0,142371.0,142933.0,142992.0,145099.0,143039.0,139304.0
2188,27140.epa.high_school_including_ged,83953.0,84982.0,88237.0,85589.0,90861.0,92540.0,92796.0,90197.0,97027.0,101123.0,95859.0,96041.0
2189,27140.epa.graduate_professional_degree,31049.0,34037.0,35856.0,37476.0,38385.0,42641.0,43078.0,45037.0,42717.0,44429.0,45186.0,50205.0
2190,27140.epa.some_college_and_associates_degree,97086.0,104381.0,102018.0,112130.0,108438.0,107914.0,119059.0,123918.0,124770.0,118227.0,120088.0,124828.0
2191,27140.epa.housing_units,220570.0,221964.0,225339.0,222795.0,223939.0,225413.0,234426.0,236776.0,239467.0,240857.0,242074.0,245769.0
2192,27140.epa.occupied_housing_units,196347.0,197846.0,195776.0,197941.0,198067.0,196282.0,207205.0,206952.0,210443.0,213266.0,211178.0,210166.0
2193,27140.epa.median_structure_age,38.0,39.0,37.0,36.0,36.0,37.0,36.0,35.0,36.0,36.0,34.0,37.0
2194,27140.epa.dwellings_under_4_units,174049.0,172327.0,172276.0,172161.0,171302.0,173748.0,181072.0,182672.0,186210.0,190288.0,187934.0,187529.0
2195,27140.epa.dwellings_5_to_19_units,20532.0,22426.0,26970.0,22973.0,21960.0,23860.0,26590.0,24010.0,25136.0,21822.0,24249.0,27707.0
2196,27140.epa.dwellings_20_to_49_units,2955.0,2833.0,3135.0,2435.0,2709.0,2648.0,2127.0,2240.0,1924.0,2524.0,1769.0,2079.0
2197,27140.epa.dwellings_50_or_more_units,3454.0,3187.0,2850.0,4841.0,3570.0,3323.0,3821.0,3657.0,3423.0,3945.0,4457.0,3187.0
2198,27140.epa.walked_to_work,2573.0,2643.0,3479.0,3219.0,2365.0,2032.0,2426.0,2491.0,2652.0,3037.0,2446.0,2296.0
2199,27140.epa.commuters_by_public_transportation,938.0,1996.0,816.0,722.0,713.0,694.0,1059.0,758.0,1121.0,568.0,680.0,445.0
2200,27140.epa.commuters_by_car_truck_van,224572.0,227406.0,220874.0,220475.0,222061.0,222098.0,232785.0,239175.0,241073.0,246480.0,248474.0,251840.0
2201,27140.epa.commute_under_10_mins,,,,,,,,,,,,
2202,27140.epa.commute_10_29_mins,132096.0,136242.0,135870.0,136815.0,135126.0,129058.0,132057.0,138369.0,135788.0,141571.0,137170.0,147466.0
2203,27140.epa.commute_30_59_mins,,,,,,,,,,,,
2204,27140.epa.commute_over_60_mins,,,,,,,,,,,,
2205,27140.epa.income_per_capita,23973.0,24204.0,22476.0,22525.0,22561.0,23806.0,23230.0,25096.0,24194.0,26783.0,26655.0,27706.0
2206,27140.epa.gini_index,0.485,0.482,0.465,0.47,0.4642,0.5039,0.4943,0.4927,0.4691,0.4706,0.4623,0.4608
2207,27140.epa.poverty,86310.0,94403.0,93965.0,94374.0,97703.0,117984.0,122754.0,102835.0,108179.0,90588.0,85673.0,81398.0
2208,27140.epa.rent_over_50_percent,13533.0,16518.0,14751.0,15899.0,16946.0,15568.0,18270.0,15031.0,16282.0,12984.0,15147.0,12113.0
2209,27140.epa.rent_25_to_50_percent,20564.0,18128.0,21096.0,22618.0,19969.0,21386.0,21663.0,22471.0,23126.0,25362.0,20469.0,23966.0
2210,27140.epa.rent_under_25_percent,11942.0,13029.0,11789.0,10878.0,11904.0,13143.0,16538.0,15425.0,14654.0,16040.0,17120.0,17094.0
2211,27140.epa.median_rent,558.0,556.0,599.0,608.0,586.0,607.0,626.0,625.0,650.0,663.0,693.0,707.0
2212,44140.epa.total_pop,682657.0,687558.0,698903.0,693141.0,693204.0,697258.0,626915.0,629100.0,631982.0,630283.0,631652.0,631761.0
2213,44140.epa.median_age,37.8,37.9,39.0,38.7,39.5,39.1,38.0,38.1,38.1,38.4,38.1,38.8
2214,44140.epa.nonfamily_households,98514.0,96945.0,101009.0,98496.0,96944.0,98461.0,80703.0,88016.0,89678.0,88430.0,87335.0,90162.0
2215,44140.epa.family_households,162105.0,165971.0,166060.0,171764.0,168546.0,164992.0,154244.0,147058.0,143941.0,148360.0,151446.0,147418.0
2216,44140.epa.high_school_including_ged,148800.0,136126.0,141817.0,134801.0,134934.0,133349.0,123803.0,111775.0,122391.0,118116.0,119883.0,115878.0
2217,44140.epa.graduate_professional_degree,54330.0,51201.0,53878.0,55662.0,56414.0,60035.0,52694.0,58009.0,56465.0,55831.0,56270.0,60390.0
2218,44140.epa.some_college_and_associates_degree,108977.0,125294.0,123908.0,124706.0,126556.0,129615.0,110971.0,114318.0,113616.0,117129.0,112153.0,112566.0
2219,44140.epa.housing_units,283361.0,285073.0,286715.0,288521.0,288784.0,288112.0,254137.0,254673.0,255002.0,255189.0,257569.0,257938.0
2220,44140.epa.occupied_housing_units,260619.0,262916.0,267069.0,270260.0,265490.0,263453.0,234947.0,235074.0,233619.0,236790.0,238781.0,237580.0
2221,44140.epa.median_structure_age,62.0,61.0,62.0,61.0,60.0,60.0,60.0,59.0,60.0,61.0,59.0,57.0
2222,44140.epa.dwellings_under_4_units,229438.0,231200.0,231888.0,232918.0,234344.0,235721.0,207278.0,203815.0,207128.0,207001.0,209929.0,207967.0
2223,44140.epa.dwellings_5_to_19_units,29974.0,30348.0,28263.0,31273.0,29436.0,28330.0,24649.0,28416.0,26137.0,27032.0,26089.0,28746.0
2224,44140.epa.dwellings_20_to_49_units,8542.0,8234.0,10940.0,9486.0,10147.0,10700.0,9623.0,9664.0,9096.0,8292.0,8651.0,8953.0
2225,44140.epa.dwellings_50_or_more_units,11323.0,10964.0,10949.0,10402.0,10014.0,9491.0,9828.0,9825.0,9976.0,9225.0,9408.0,9169.0
2226,44140.epa.walked_to_work,15186.0,14282.0,13275.0,10458.0,10394.0,15536.0,10443.0,14781.0,15581.0,13004.0,13989.0,12016.0
2227,44140.epa.commuters_by_public_transportation,5159.0,6720.0,6311.0,6283.0,8828.0,7387.0,7600.0,7119.0,5934.0,5807.0,6932.0,6481.0
2228,44140.epa.commuters_by_car_truck_van,278134.0,291408.0,278758.0,274807.0,281702.0,276471.0,249172.0,253809.0,258491.0,256633.0,253172.0,254821.0
